MIRtoolbox1.8.1	_EntropyofSpectrum_Mean	_Spectralirregularity_Mean	_Eventdensity_Mean	_Pulseclarity_Mean	_RMSenergy_Mean	_AverageofRoughness(Sethares)_Mean	_Mode_Mean	mav_f0_corr		
6_fear.wav	0.772585	0.591098	2.500000	0.071296	0.210810	998.192137	-0.069157	321.790536	
6_happiness.wav	0.828892	0.661821	3.932584	0.531764	0.055720	60.200916	0.132904	281.286035	
6_neutral.wav	0.736363	0.503321	2.127660	0.091257	0.206109	1509.573962	-0.133800	112.921241	
6_sadness.wav	0.818815	0.543722	1.190476	0.169956	0.062747	76.554473	-0.067641	280.175097	
42_fear.wav	0.796891	0.984211	2.222222	NaN	0.232156	869.902200	0.046936	298.093200	
42_happiness.wav	0.806886	0.404419	3.355705	0.318351	0.087731	116.307202	-0.149574	183.915250	
42_neutral.wav	0.737890	0.243018	1.481481	0.013733	0.178386	1011.611508	0.093574	111.529643	
42_sadness.wav	0.822608	0.708902	2.339181	0.142847	0.054722	61.800173	-0.026824	223.129738	
45_fear.wav	0.681297	1.605655	1.492537	-0.010742	0.272121	111.226802	-0.011336	310.566328	
45_happiness.wav	0.796254	0.272365	3.125000	0.393857	0.079574	80.127922	-0.099353	349.502517	
45_neutral.wav	0.712828	0.836218	1.941748	0.086398	0.288224	268.352195	-0.057624	227.621200	
45_sadness.wav	0.804080	0.342562	1.098901	0.053929	0.079193	28.158076	0.022752	402.257025	
46_fear.wav	0.844603	0.256476	3.488372	0.199489	0.267592	3599.485444	-0.150866	470.415797	
46_happiness.wav	0.833619	0.551843	4.761905	0.232254	0.067575	196.763836	0.113743	300.975355	
46_neutral.wav	0.741708	1.223835	3.571429	0.000000	0.268183	1151.279443	0.044496	572.925291	
46_sadness.wav	0.844388	0.832163	5.000000	0.270094	0.158006	175.000086	-0.012614	472.244660	
53_fear.wav	0.736719	0.907670	1.136364	0.074993	0.291121	40.912649	-0.061696	469.797924	
53_happiness.wav	0.818677	0.267812	4.000000	0.157864	0.122231	322.227755	-0.064874	302.282686	
53_neutral.wav	0.729795	0.876086	2.020202	0.038343	0.276320	1167.350234	-0.211302	191.026645	
53_sadness.wav	0.751606	1.187919	1.712329	0.096236	0.213206	145.942544	-0.026598	302.037413	
55_fear.wav	0.712044	1.196052	1.538462	-0.186173	0.253365	122.195400	0.021401	292.589046	
55_happiness.wav	0.813517	0.315959	5.263158	0.208644	0.104176	171.212341	0.082863	350.917149	
55_neutral.wav	0.720353	0.615862	1.562500	0.065462	0.165113	870.662583	-0.019762	345.515496	
55_sadness.wav	0.822398	0.394263	3.208556	0.308108	0.117961	105.491588	-0.169200	336.480471	
58_fear.wav	0.759993	1.177613	1.886792	NaN	0.175185	342.588956	-0.013832	437.268609	
58_happiness.wav	0.804759	0.168508	4.587156	0.214761	0.092850	555.410293	-0.102071	401.230436	
58_neutral.wav	0.736955	0.397308	1.818182	NaN	0.257176	886.664118	-0.055393	211.727178	
58_sadness.wav	0.801910	0.557887	2.739726	0.086704	0.123702	167.318305	-0.003079	481.119349	
59_fear.wav	0.696682	1.748973	1.315789	-0.243331	0.360114	13.011993	-0.043153	371.306590	
59_happiness.wav	0.833558	0.390824	3.208556	0.166444	0.100748	135.804977	-0.028623	486.002484	
59_neutral.wav	0.697166	1.245329	1.449275	-0.343821	0.317940	732.634341	-0.041105	143.750650	
59_sadness.wav	0.878865	0.687466	0.689655	0.143535	0.045219	60.545099	0.044215	515.717065	
60_fear.wav	0.767999	1.736996	4.166667	NaN	0.261921	184.568180	-0.000855	561.277301	
60_happiness.wav	0.792181	0.599973	4.166667	0.129193	0.099514	470.229374	-0.020170	594.287569	
60_neutral.wav	0.744231	0.603663	1.829268	0.093767	0.222388	515.056032	0.034633	412.366090	
60_sadness.wav	0.812448	0.351980	2.892562	0.216039	0.103903	334.147961	0.000490	366.050420	
61_fear.wav	0.761741	1.545752	2.777778	NaN	0.210150	454.390193	-0.065476	366.258763	
61_happiness.wav	0.823663	0.587445	3.773585	0.229580	0.054223	95.655041	-0.003036	333.508062	
61_neutral.wav	0.766573	0.802004	0.526316	0.073326	0.176710	1378.093707	-0.072416	94.337401	
61_sadness.wav	0.802123	0.392666	4.435484	0.177574	0.106049	273.424148	0.052023	587.943036	
